,Unnamed: 0.1,Unnamed: 0,userid,postCount,followerCount,folloingCount,pidCount,likeCount,commentCount,commentUserList
46,46.0,0.0,afyabetty_xx,32,1036,356,24,8053,512,"['costerjnr', 'siscojuniorzigi', 'ser_verine', 'i.hanaaah', 'selorm_21', 'amgpages5', '17th_kidd', 'selasi_eugene', 'kweku.sampah', 'vip_momo_le_motard', 'centuryb0yy.4l', 'mo_outfit_style', 'torinojnr', 'delabraids', '714savio', 'itssarpong', 'theonly.kweku_', 'am_asamoah_crespo', 'hasancakir1712', 'mikepatel20', 'plainnezer', '_ghprince', 'reekie_chardow', 'engelmathias3', 'nattyleeagain', 'mr.owusuboateng', 'rich_slyper']"
47,47.0,0.0,prashantshinde18x,102,8039,3218,24,14289,414,"['_mr_branded_ulhas', 'mohit_singhal_12.9k', 'akhyofficial_', 'rohixxt_', 'lima64oficial', 'surajmomz', 'kiran_hamare1605', '__official_rohan.__', 'prashantshinde18x', 'pawarkavita34', 'll__divyesh__pawar__ll', 'i_am_pranavdate', 'killer_divu_07', 'brighttoutcourt', 'sandesh.mahala2004', '___s.b___6', 'gangoda_jagdish', '052divyansh', 'ejacs_tommy', 'pappoosinghshekhawat', '12345kiranshinde', 'mchawizooo', '_iam__sandy_', 'brandon_royal_jackson', 'nakitendejalea', 'mahla_vishvas_', 'mamu7792', 'babya.gaikwad33.33', 'switest_gal', 'mithun_khandode101', 'dan_vd_music']"
48,48.0,0.0,lina.xex.blogs,9,1008,566,9,3081,135,"['blessing_pips', 'stiwado_12', 'trap_cyruz', '__.showboi_', 'rnkmoro_', 'her._boyfrend', 'don.flash.904', '1.realmayor', 'believe_akito', 'mrr_snipez', 'elvis_appiah01', 'yaa.kivi', '_scott_lil', 'kwesimusiq__', 'hiaustin_', 'kojo_lifstyle', 'danceghame']"
49,49.0,0.0,smarterkills,7,6689,5583,7,5108,70,"['mushmorry', 'rvssian_ug', 'soshii_mkuu', 'kyles_madida', 'whiteboy8346', 'its_yoew', 'supah_d_dupah', '___african_grapher', 'x_xluizx_x', 'rance345', 'iss_kimberlly', 'msrexti', 'evanniekay', 'agweo_central_niccur', 'bball.jack241', '_tharift', 'famanih', 'lyricalminion', 'braydens.insta', 'tupical_niccur', 'me.lodyk', 'de_girlzz_closet', 'aleqohthedon', 'xxfatih24', 'd.ahil.b_01', 'konanani_jessica', 'martin_karega']"
50,50.0,0.0,_ben_wavy_,4,1007,582,4,559,48,"['dela___dem', 'am_ayo_wiz_', 'nehemie_le_waver', '_.theboydoingthings', 'moore_chilling_', 'davon_bankz', 'qwasiblay', 'crushy_diamond', 'iamedgeofficial_', 'mr_kufour', 'graceavery_heather_', '360_takeoff', '_captain_baby', 'jeanskid3', 'emmanuel__emzy', 'xalil_threesixty', 'nanaba_selfy.p', 'miami_idoll', 'uniabujafinest', 'life_of_sillyboi_', 'he_is_lawrence', 'bah_liliane', 'nattyleeagain', 'alex___g.fx', 'char.lyray', 'csg_promotions', '66l0rd_b0y']"
51,51.0,0.0,iam_azam_ug,5,2041,2989,5,312,43,"['iam_azam_ug', 'ghettohrapper']"
52,52.0,0.0,billygramm_,8,15200,1107,8,16937,896,"['bel_inda.adu', 'odamegram2', 'iycon__', 'mister_ops_', 'otngreatness', '_.feli_ciity', 'nana_akosuahh', 'hairy_cutie_', 'prospermicheal_fresh', 'mhyzz_toyish', 'oa_speechlezz', 'kwesibad97', 'a.m.g_one', 'a_different_eazi', '_ghanaian_doll', 'dej_84', 'ifoodsgh', 'muhia_11', '1_innocent_bitch', 'adiovincentia7', 'badd.moon_', 'khofygenesis', 'eunicefianko1', '_abby._xx', '__kasahare__', 'qwame_007', '_wiredu', '_bervie', 'lowkey33_10', 'kwaw_.lee', 'princede.wiser', 'lokes_____', 'melanin_yaa', 'tikky_money', 'gal_lyk_efya', 'kissiwah__', 'jhon_marsh09', '___deli_xx', 'derrick_o9', 'jimi_dizz13', 'embakasi_kingpin', 'billygramm_', 'itsdenohmras', 'almighty_alcena', 'xx_cute_rahul_143_xx', 'haster_finess']"
53,53.0,0.0,yaa_grace_,4,519,375,4,235,17,"['governor_007', 'qwasiblay', 'nanaagyei.sikapa12', 'bridget.sancher', 'seth_mensah_agyapong']"
54,54.0,0.0,officialkirshna97,31,80,139,24,140,4,"['officialkirshna97', 'kamlaprajapati6']"
55,55.0,0.0,rahulshah_______,350,151000,339,24,91029,12355,"['abhinavyadav_03', 'bharat_gagan_editor', 'iamsrk.786', 'patel.__arun', 'ykvora', 'mr_parmar_9710', 'backbencher_013_', 'killer__b_o_y__santosh__2k', 'fuck__of__heaters_', 'editor___4u', 'ahsan.jack.54', 'sunil_ninama_1789', 'aditya__raj_01', 'amar_jeet_sahani_', 'dk_kartikdobariya_0801', 'its_.ryuga', 'roshan.1412', 'll_akhil_3940_ll', 'i_hardik_jethva', 'ranjeet_royal_awadh_07', 'i_am_sahil____786', 'rahullll_zz']"
56,56.0,0.0,edit_cute_girl,9,382,51,9,2973,164,"['_my._.k.i.n.g._', 'mr_i_s_l_a_m_04', 'the_badshah00967', 'xtylish___karan', 'shivamsurya53', 'op_sohrab11', 'lovealone329', 'kewatsomnath']"
57,57.0,0.0,ahilhussain_,463,1528,396,24,2974,285,"['amaneditz_786', 'karanchauhan8189', 'mr__khan_editz', 'dp_editz77', 'zac.tanwar', 'itz_sumit_6x', 'karannn025', 'ranjeetgupta281', 'shahid_sheck08', 'aditya___143k', 'vishuu_x11', 'sohil_editz1']"
58,58.0,0.0,prinshu_kashyap123,66,195,29,24,458,26,[]
59,59.0,0.0,triptipatre02,48,1272,127,24,2450,156,"['bhupesh_sahu_1226', '_radhika_5206', 'anshu__patre___', 'ashubmandavi', '_____rupendra_patre_official__', 'likesh_gandharv', 'yadu401', 'moon_is_alone__0205', 'nandsahu8gmail.cim', 'mad_for_aakash_ahuja']"
60,60.0,0.0,rkeditorzone,108,315,36,24,565,37,"['abhijotmaan763', 'rachu2838', 'avik.a6585', 'rahulshah_______']"
61,61.0,0.0,rahul_r2__,54,2950,644,24,7181,461,"['minnu5588', 'chhotin26', 'raju_kashyap0761', '_btw_its_pooja_', 'official__akash__xx', 'rahul_r2__', 'mr_musharraf007', 'nehausendi87', 'harshvardhan_4_20', 'roshangoswami_07', 'sing_pawan__00__', 'king_____tha', 'sweete_____________', 'manish_sahu1997', 'mukesh_dada_777', '__official___sky_76']"
62,62.0,0.0,rikk.786920,26,842,180,24,1518,26,['roshangoswami_07']
63,63.0,0.0,__priyansh___24,70,1856,255,24,3269,719,"['official_yash029', 'hy_r_a_m____28_', 'adarsh_gadpayle_', 'anas_classy__', 'garima__madhariya', 'ayan_khan5487_0003', 'mrr__raaj', '__vaishali_sahu_29', 'mr._lr_2000', 'satya_ratn_c2', 'devanshugolchha', 'daksh_dewangan', 'mayank8300', '__haarsh__10', '__jaxnii.___', 'mc_labz_', 'himansh.09', '_jay_chandrawanshi', 'vishuajmani', '___kiran___k27', '_stylish_boy_24', '__its__harshit', '__manish.7', 'mr.sahilyadav1525']"
64,64.0,0.0,rohitni872_rn_editing,323,1972,197,24,4569,2567,"['_pb_x_11_editz_', 'mohammed_hasan__8', 'mobile_editor_2020', 'vansh_editzs_', 'vr._.318', 'sz_qazi07', 'amaneditz_786', 'dp_editz77', 'surya_editz1', 'smart_suresh_editz', 'raju___editz', 'tomar.js.24', '_shubham_editz_07', 'rohit_edits_creative', 'akashpushpad_', 'vansh.gupta_03', 'iqrar_editz_official', 'suneel_saxena_editz', 'itz_abhay_creation_', 'vishvrajcreation', 'geeshedage_1m', 'hardev_editz', 'sujal_sahu_editography', 'imteaj_editz', 'artist._abhii', 'shivadasnishad', 'rahulnishad2734', 'pixel_work.8', 'ansheditz143', 'luckyeditz_']"
65,65.0,0.0,mr.sahilyadav1525,31,483,222,24,2401,239,"['itz_shayari_lover_dk', 'raj._kamal_yadav', 'amitabhhh.dubey_', 'mr.yadu25', 'karanyadav4549', 'chandraprakash0530', 'vinay_hirwani', 'md_wedding_photography', 'priyal_kawde']"
66,0.0,,ckstmznf,5,135,305,5,176,15,"['patilitaq', '_string._.ju_', 'kim_.burn', 'masonlys2', '1._.silo', 'leesouool', 'junsang_97', 'chamchi_0809', 'zxx__wise', 'ckstmznf']"
67,0.0,,_string._.ju_,8,123,140,8,194,6,['_ji._.in']
68,0.0,,kim_.burn,15,111,183,15,168,3,[]
69,0.0,,junsang_97,8,172,145,8,1439,27,"['nonfry_shyaneul', 'gjuu__', 'tony_sung_ch', 'walk_the_chiken', 'hewsdf5', 'thanan_rucksakulchote_', 'giove_hun', 'incastleee', 'yunsoo0614', 'inhychoi']"
70,0.0,,chamchi_0809,16,155,202,16,768,43,"['dboyonclover', 'jaehuggiesmagickpanty', 'jeyoun_00', 'luminare_31']"
71,0.0,,zxx__wise,7,339,553,7,370,28,['masonlys2']
72,0.0,,tony_sung_ch,120,728,1885,24,3456,101,"['conor.neumann', 'leviyoyos', 'jaieulnzy', '_cupmen', 'masonlca', 'sang_woo_yoyoer', 'lee_hakje', 'returntopsbr', 'cedr7c']"
73,0.0,,walk_the_chiken,8,291,606,8,3092,168,"['dasantii', '_lejacky', 'winjamen', 'xxrdnei', 'bf_throws', 'thebrandonvu', 'caoshua1', 'yochimura44', 'm.p.f_360', 'mvcwell', 'thanan_rucksakulchote_', 'davidyoyos', 'remybaskin', 'mazal_top_yoyos', 'ppolor', 'sang_woo_yoyoer', 'danyllo_barbiero', 'pho.kobe', 'kymyoyoer', 'jonathanstggg', 'asian_rice_bowl14', 'leviyoyos', 'ge4yo', 'miki0823_5a', 'jeremy.k.liang', 'cedr7c', 'ng.thekhoi', 'mikemonty', 'i_swizzle', 'geraldcarboneau']"
74,0.0,,thanan_rucksakulchote_,398,946,1589,24,6625,383,"['joseph.e.w', 'daevenneeve', 'nonfry_shyaneul', 'diana.drawss', 'walk_the_chiken', 'rvyyan.am', 'omaroqail', 'marchesingapore', 'danyllo_barbiero', 'sang_woo_yoyoer', 'jeremy.k.liang', 'jyan.yoyo', 'zencefil_anne_yemekleri', 'jay_yupjae', 'youngster_teoweihongbryan72', 'khent.yo', 'cedr7c']"
75,0.0,,giove_hun,5,144,175,5,202,13,"['dangdang__g', 'c_student_zeff', 'dxnxyxxn', 'use.jooon', 'strul0409', 'hyeongju_byeon']"
76,0.0,,jeyoun_00,14,110,87,14,1086,32,"['s_hyun3945', 'ux._.jin', 'soyeon_006']"
77,0.0,,luminare_31,5,43,70,5,87,5,"['luminare_31', 'minseo8815', 'cuzbriwantsto', 'c_luu_s2']"
78,0.0,,leviyoyos,28,718,338,24,9194,438,"['dane__flips', '_drewjacobs', 'passionpod', 'cedr7c', 'west__2w', 'gronaldgreagan', 'sang_woo_yoyoer', 'yoyo_mpm', 'jools_bosman', 'tim.tdi', 'hughphan_', 'altkm', 'et_joseph6.7', 'ty_usesyoyoswithnostring', 'emmamaele', 'alex_wikileaks', 'tenn._ey', 'j.tacky']"
79,0.0,,_cupmen,23,426,394,23,547,25,['aliclarkia']
80,0.0,,sang_woo_yoyoer,197,1352,1935,24,10171,469,"['lofiyoyo', 'weirong_1a', 'dancingyoyoman', 'nova_throws', 'norosebo', 'mainllr', 'hemersonflores', 'bel.letsgo', 'senterpaul', 'mazal_top_yoyos', 'danyllo_barbiero', 'iwasthebruce', 'youngster_teoweihongbryan72', 'asian_rice_bowl14', 'tobywalpole', 'djinni_cake', 'mishyoyomama', 'ed.yoyo_2.0', 'hesperaux', 'rafaelyuuri', 'ef.n.yyws', 'hootsshouse9767', 'justindaueryoyos', 'caganyilm', 'aceyo_michaell', 'salamifrank67', 'letsloiter']"
81,0.0,,lee_hakje,18,744,461,18,20527,269,"['chiragverma_yoyoer', 'richrd_yng', '_lejacky', 'yyyllib', 'throwtrue', 'ricardomarechall', 'kkxu122', 'na_zihnn', 'jaieulnzy', 'maisonseowon', 'yotoyimages', 'colinbeckford', 'hankwanghee__', 'yoyofactoryaldrin', 'thanan_rucksakulchote_', 'remybaskin', 'tobyschneider', 'khentgaid', 'sang_woo_yoyoer', 'aidanyoyos', 'giulianodondon', 'mattheww_217', 'gugoncio', 'gjuu__', 'ge4yo', 'jaysen_yoyo', 'jeremy.k.liang', 'yoyosonly', 'zafranzaba', 'jan_matocha', 'cedr7c', 'imfilip321', 'mowlhayato', 'ng.thekhoi', 'yoyo_newbie12345a', 'walk_the_chiken', 'tony_sung_ch', 'geraldcarboneau', 'nuqget', 'frva.lo', 'shuuuyun']"
82,0.0,,returntopsbr,131,375,486,24,2322,121,"['m_s_barker', 'threadkeeper']"
83,0.0,,dasantii,155,700,604,24,5878,204,"['alloutbalanzi', 'minter.delegates', 'realbr0wnboi', 'iamemiliod', 'maximshoots', 'aaron_four_one_five', 'fistsalud', 'xeat7', 'slowmotron', 'l.warren19', 'machitako', 'sam.rips_', 'shinoppy_setsubi']"
84,0.0,,winjamen,19,428,535,19,7298,92,"['fullmetalyoyo', 'philmaher1', 'dagu5595', 'xxrdnei', 'unsettledjello', 'sang_woo_yoyoer', 'aidanyoyos', 'spideyyoyo', 'bf_throws', 'adam.jp.bon', 'lyn_gunthorpe', 'purepeaceyoga', 'yotoyimages', 'eos_x_44', 'havencandles_']"
85,0.0,,bf_throws,401,1026,1507,24,4098,138,"['florademons', 'editionyoyo', 'aditya.v.kodmur', 'notforkids.toys', 'big_yo_thrower', 'bf_throws', 'slowmotron', 'god_and_yoyo']"
86,0.0,,thebrandonvu,843,14600,760,24,16152,525,"['lordofalltrades22', 'coltsyoyolife18', 'amirreza_moshfeghi', 'amanwithnosanity', 'leitopollo', 'wanggao311', 'goldberg_511', 'sebastianyoyoing', '_levi_steber_', 'joshsimstrength', 'yiqunboey', 'fthak__', 'aidan.bartlett.and.associates', 'willz0rz', 'real.stone.awsomenezz', 'thanan_rucksakulchote_', 'ethen_young3', 'achurch86guitar', 'masamunestricks', 'youngster_teoweihongbryan72', 'whatanaya', 'iam_omer', 'spaceyrat_jae', 'cannibal.throws', '_memeyoyo_', 'joeywittmer', 'jeffreypang911', 'han_the_yoyo_guy2000', 'cedr7c', 'asahi.ryuga', 'yoyofactory_julian', 'emiliolukito46', 'i_swizzle', 'zeke_lestrange', 'sterbn666']"
87,0.0,,caoshua1,8,122,135,8,3028,46,"['jonathanstggg', 'nothingbutdensityandtech', 'walk_the_chiken', 'vonov_a', 'tobyschneider', 'billlionner', 'iscyoyo', 'tugou____', 'ppolor', 'dnellh', 'caoshua1', '_ch___en', 'cedr7c', 'matyas.racek']"
88,0.0,,yochimura44,273,623,794,24,1599,116,"['yoyoplayer_otokoume', 'kashi3kame3', 'raincity_jordan', 'sakatuca', 'knock_next_door2019', 'sang_woo_yoyoer']"
89,0.0,,m.p.f_360,23,185,210,23,5032,157,"['slaman.x', 'lilixsx8', 'mo_yoyow']"
90,0.0,,davidyoyos,59,888,1280,24,3889,227,"['wildathart_', 'khentgaid', 'sang_woo_yoyoer', 'nova_throws', 'dexterntilly', 'janetnbuddy', 'mattimusprime6', 'budpuch']"
91,0.0,,mazal_top_yoyos,529,920,2717,24,2025,49,['texas.community_']
92,0.0,,danyllo_barbiero,886,1412,1305,24,1705,109,"['hesperaux', 'yoyo_nath0', 'pauloopac', 'stringbeanaj13']"
93,0.0,,pho.kobe,182,440,370,24,2104,156,"['walk_the_chiken', 'aln.vivien', 'aleeza.arefeen', 'jesssica_y', 'jumchuu']"
94,0.0,,jonathanstggg,32,3884,1621,24,21698,511,"['andergabe_44', 'hiroki_yoyo', 'yoyo.dealer', 'kuubaa_', 'na_zihnn', 'arif_dhanang', 'jaieulnzy', 'maulanaimn', 'caoshua1', 'ohdaleo', 'pemdayoyos', 'chrizwan572', 'isaacv213', 'antlukban', 'ahmadkharisma_', 'seoblesse__', 'apricothny', 'yoyofactoryaldrin', 'kdquiet', 'angel2up', 'iscyoyo', 'jyan.yoyo', 'kevinrobertsroberts', 'chrisjwelly', '_zhenyang_', 'gavin_wowhillde', 'falahiat', 'huma.dama', 'collinellingson', 'jonathanstggg', 'jadoublep', 'noah_ghosh', '_chop_stix', 'jeremy.k.liang', 'geqiu0406', 'kyzizan', 'krystofnosek', 'blaise_becker', 'wav6', 'ng.thekhoi', 'richieluvsyoyos', 'walk_the_chiken', 'nosoup44you', 'thachnguyen21', 'jckpth', 'tal.mordoch', 'jonnygarbanzo', 'drnoswal', 'jonathanarvinhadelie', 'aridnavleez', 'fajardian09']"
95,0.0,,asian_rice_bowl14,4,402,299,4,1620,61,"['nat.lcc', 'hunter_yoyo', 'leo.c28', 'julie.m888', 'yoana_lz1', 'yoyovietnam', 'yoyofactoryaldrin', 'thanan_rucksakulchote_', 'khentgaid', 'sang_woo_yoyoer', 'aidanyoyos', 'ppolor', 'vkngzz_', 'imnothermit', 'jaz_b2006spam', 'diegocr.4', '2_roteux_', 'm4t.3w', '___chit___', 'whereiskabir']"
96,0.0,,mikemonty,274,4307,1282,24,5015,139,"['ziplinestrings', 'lordofalltrades22', 'andy.blaize', 'senterpaul', 'sakatuca', 'john_briseno_', 'pumuckl._', 'r3stless', 'cuauhtemocer', 'nikomarios1', 'eos_x_44']"
97,0.0,,i_swizzle,29,1060,2108,24,13133,475,"['richrd_yng', 'docpop', 'tenn._ey', 'yotoyimages', 'yochimura44', 'st33zyb_710', 'dope_momlife', 'sang_woo_yoyoer', 'jyan.yoyo', 'throwersgallery', 'xianxiejiang1', 'guy_with_a_yoyo', 'ishima.moura', 'hverdagen96', 'kev47th_', 'samwiize', 'giggleglands', 'blaise_becker', 'cedr7c', 'yoyojamben', 'richieluvsyoyos', 'rajones19', 'ggmarkd', 'wildredpath', 'billlionner', 'yobraydon', 'messymesler']"
98,0.0,,daevenneeve,32,1358,1890,24,5538,296,"['christianbonardo', 'jovitaflo', 'elvidsonkang', 'sverca17', 'stefannykon', 'milityamk', 'maulanaimn', 'jamesgalvin19', 'valesiachristie', 'michelinfidelis', 'heriyantosaputra', 'willy_wangg', 'altheakf', 'billychristopher_', 'bryan_jioe', 'octawilliam9', 'edwardhalimm', 'flexi.gt', 'fannyenchristie', 'vincents_l']"
99,0.0,,diana.drawss,24,130000,2,24,342504,7910,"['peyt1010', 'ant_has_art', 'namy7.7', 'movilshop.sincelejo', 'swag.miau_u', 'diofilmz', 'qwrregs', 'adam_.ne', 'op_bro__harsh', 'kingartflow', 'sourik__maitra__', 'wynand.cronje201108', 'dbsclubzz', 'fabiofanart43', 'ice__of_fire', 'im_notmidas', 'kaays.podcasthoe', 'dagondatruth', 'bleach.songs2', 'isvylamp', 'yensy_marquez', 's7_qxi', 'coolest_zaiyazuu', 'andy_it2me', 'kaisermarestyrth', 'sagaro_lucas_michael', 'alicecosta6419', 'majin_umbreon', 'hiddenleafig', 'x_unicorn_art_x', 'salaban.aep', 'mypostershopp', 'am.i.tsukishima.kei', 'valdenir_9807', 'mu1l3r2017', '_loid._forger_', 'justgautamkumar', 'memer_69anime', 'emily101193', 'blackbirdgames3', 'eradicatedking', 'y7p.edit', 'eyes.like.sinking.ships', 'litloxmedia', 'indi.manga', 'kasm_dtb']"
100,0.0,,omaroqail,355,1405,1405,24,5660,139,"['soliman1711', 'm.p.f_360', 'omarelmansoub', 'kvn_wlf', 'sang_woo_yoyoer', 'grendelprime', 'mo_yoyow', 'mohammed.rafat.12']"
101,0.0,,marchesingapore,661,4713,111,24,3174,30,[]
102,0.0,,jyan.yoyo,7,434,542,7,2680,128,"['dasantii', 'richrd_yng', 'yyyllib', 'na_zihnn', 'altkm', 'yotoyimages', 'colinbeckford', 'editionyoyo', 'daevenneeve', 'yoyofactoryaldrin', 'thanan_rucksakulchote_', 'khentgaid', 'zackfinch', 'jyan.yoyo', 'sang_woo_yoyoer', 'brettnemeroff', 'aidanyoyos', 'ppolor', 'mnmlmoon_xyn', 'dressel_designs', 'mattheww_217', 'jonathanstggg', 'gjuu__', 'zapruder.mkv', 'jaysen_yoyo', 'thatoneyoyogirl', 'sm8million', 'cedr7c', 'leos_44', 'nothingbutdensityandtech', 'walk_the_chiken', 'parkjeminnn', 'inhychoi', 'aridnavleez', 'themoosekhan44']"
103,0.0,,zencefil_anne_yemekleri,100,284,128,24,601,41,[]
104,0.0,,jay_yupjae,9,439,420,9,2287,31,"['nonfry_shyaneul', 'jihoo_5a', 'kittystringyoyo', 'leejaekyu0406', 'yura_cute_', 'sttefany_salas', 'kymyoyoer', 'catania.gina']"
105,0.0,,youngster_teoweihongbryan72,372,506,503,24,1785,68,"['thanan_rucksakulchote_', 'sang_woo_yoyoer', 'yotoyimages', 'cedr7c', 'kittystringyoyo']"
106,0.0,,khent.yo,6,646,704,6,826,82,"['yyyllib', 'thesisyoyos', 'nova_throws', 'editionyoyo', 'mihaimarcu66', 'yoyoingisfun', 'dash_chrisner', 'thanan_rucksakulchote_', 'chaosgow', 'davidyoyos', 'flowm00re', 'sang_woo_yoyoer', 'aidanyoyos', 'slowmotron', 'iwasthebruce', 'dressel_designs', 'throwersgallery', 'jonathanstggg', 'jadoublep', 'ryantgee', 'cannibal.throws', 'maximshoots', 'antoinec_213', 'kev47th_', 'shvmbrry', '44jbly', 'theevenstevens', 'cedr7c', 'rageharvest_44', 'lydia0pineau0', 'dpiix', 'karl_mergillefit', 'aksrm_', 'avery.gingie', 'subtomy.yonlyfans', 'truecadm', 'kevin.murphy10', 'yobraydon', 'yoyo_garden', 'themoosekhan44']"
107,0.0,,c_student_zeff,523,235,217,24,484,12,[]
108,0.0,,cuzbriwantsto,36,281,304,24,1228,33,"['c_luu_s2', 'jypark_uhoduk333', 'minshookgah_fanarts', 'mijeen_iamwise', 'minshookgah']"
109,0.0,,dane__flips,31,236,460,24,8058,373,"['bernie.barnhardt', 'matt_brockberg', 'gordy_harris', 'kaatya.modl', 'masonjkinsella', 'fullsend_hagen', 'noodleman_77', 'aydendowning', 'sarah.flipss', 'angie_engstrom', 'alex.eckes', 'leviticus.dw']"
110,0.0,,passionpod,197,14200,5886,24,10313,1122,"['unique_mindset_808', 'cjbcartoons', 'suequi3_art', 'passionboardshop', 'lil.evelyn', 'williams_cue_banks_', 'thisliddlebeepbeep', 'prince.prodigal', 'the_story_of_me_old_jones', 'nikitaq122r', 'the_melodyking006', 'k_lopau', 'kyleespanel', 'maika_maher', 'freehand_trash', 'calliesmiscellaneous', 'salman.galavand', 'bonnyaf', 'wicked.garden', 'passionpod', 'badgesupport2017', 'milisamas', 'kyrigo', 'stickermule']"
111,0.0,,west__2w,248,4586,238,24,106313,800,"['stuart_mitchem', 'vetnovice', 'alvah_dieterich', 'logan_polley', 'evannagao', 'raynheartsinambela', 'korkmaz.ata', 'thebrandonvu', 'god_and_yoyo', 'rodrigo2splashy', 'yotoyimages', 'countryboy_westin', 'mr.khalilofficial']"
112,0.0,,hughphan_,4,574,512,4,2569,57,"['le_lonard', 'megalodong_', 'j_m_waugh', 'yotoyimages', 'yochimura44', 'maur_us', 'mrtofu220', 'sang_woo_yoyoer', 'yoyodrew22', 'bestyoyotricksdaily', 'victorianyoyos', 'leviyoyos', 'jeremy.k.liang', 'ch4rlizee_', 'luiz_is.stillakid', 'cedr7c', 'chloech.n', 'eternalthrow', 'shixiong555', '589.benh', 'hoodwick007', 'eshd.mk1']"
113,0.0,,altkm,370,1335,1214,24,5098,223,"['dapuffinmc', 'angel2up', 'spaceyrat_jae', 'obsessednephophile', 'zomocraft', 'ilinx_toys', 'spincoalition', 'jwyoyo']"
114,0.0,,ty_usesyoyoswithnostring,704,786,516,24,3556,99,"['_nastasio__', 'lathedbackdesign', 'squishy_squoosh_420', '__delisse__', 'jasmine.r.71', 'niko.niko.sensei.education', 'ferx_nandex', 'kristiana58008', 'shortonave', 'ay_oost_ulan_amk', 'ensoyoyo', 'tsuki_arts73', 'prodrops', 'baobao5558', 'tazzy.198']"
115,0.0,,emmamaele,6,863,760,6,1371,104,"['alyssa.kopacz', 'zwickewj05', 'okelly.paige18', 'kierstyn.kindschy', 'kennedykorger', 'addisonengstrom', 'colbyblakechris9', 'laylaaajohnson', 'paytons.123', 'ewright_11', 'breanna.aguillard', 'olivia_10g', 'allieanderson15', 'anna_shakal']"
116,0.0,,lofiyoyo,47,559,433,24,5009,231,"['mikemonty', 'feetheacker3', 'drx.hoop', 'sang_woo_yoyoer', 'slowmotron', 'equalality', 'lena_confusionaria']"
117,0.0,,weirong_1a,8,102,205,8,387,16,"['sang_woo_yoyoer', '_h.tan_']"
118,0.0,,dancingyoyoman,67,164,181,24,690,40,"['mishyoyomama', 'ethanator_95']"
119,0.0,,nova_throws,15,132,243,15,582,26,"['editionyoyo', 'lydia0pineau0', 'cannibal.throws', 'opyoyos', 'khent.yo']"
120,0.0,,norosebo,23,62,167,23,285,10,"['sang_woo_yoyoer', 'bf_throws']"
121,0.0,,mainllr,177,474,610,24,718,78,"['the_beyswapper', 'mainllr', 'transformers_prime_addict', 'divyansh_chauhan14']"
122,0.0,,hemersonflores,88,610,1260,24,5632,111,"['lavi.sh1844', 'spencerreynen', 'nickalfaro', 'mishyoyomama', 'mrlott942', 'laurannrobinson', 'c0dy1down5up', 'yotoyimages', 'deathwish_thehumblesilverback_']"
123,0.0,,bel.letsgo,8,172,1093,8,416,14,"['sang_woo_yoyoer', 'love.808_', 'xxrdnei', 'arionenabors']"
124,0.0,,senterpaul,213,730,690,24,5274,179,"['mikemonty', 'chenfamilygongfu', 'leeroy002', 'nick.macarty', 'johnspartan1986', 'just_a.ride_club', 'caracasflat', 'albisix', 'steven.baran']"
125,0.0,,iwasthebruce,366,516,906,24,2026,49,"['ro.florezz', 'jakeaustinyoyo', 'devonplayswithyoyos', 'docpop']"
126,0.0,,djinni_cake,37,227,525,24,787,71,"['atmos.projects', 'ef.n.yoyo', 'sang_woo_yoyoer', 'zakk.yyws']"
127,0.0,,mishyoyomama,727,1404,2211,24,7415,352,"['lofiyoyo', 'spmlundertheoaks', 'cindye_azmom', 'mikekaz57', 'ziplinestrings', 'dbldtop', 'nadeautracey', 'angel2up', 'stayam.alex', 'dorinajean', 'jillieflower27', 'osostiajax', 'ashleeychi', 'metalboy5150', 'bahareh.kh.8', 'susanctruman', 'whoskuyaben', 'decker.nick', 'ping_boy2005', 'dwellmadly', 'hayderkawaz', 'scottgarrabrant', 'ef.n.yyws', 'jordiilifts']"
128,0.0,,ed.yoyo_2.0,61,164,335,24,1720,25,[]
129,0.0,,ef.n.yyws,25,174,108,24,3336,175,"['jesussalvdr', 'mr.fire.n.ice', 'kendama_withdrawals', 'hesperaux', 'steve.chavez.33483', 'keepit500fiat', 'mywoodsy', 'm.i.214']"
130,0.0,,justindaueryoyos,784,3343,1940,24,12357,285,"['thebrandonvu', 'the.yoyo.man', 'badinternetguy', 'ziplinestrings', 'pemdayoyos', 'sang_woo_yoyoer', 'yoyo_mpm', '_danielholly', '___makaio___', 'felix.wgm', 'sean.yoyos', 'williamcalebe', 'wyatt.gadd', 'eightycrows', 'tuckhays', 'eric.torres.ig', 'lookatmythingss', 'cheddar_562', 'sierranevadaphotography', 'stephencaplanis', 'richieluvsyoyos', 'ezequielalejandro1122', 'dpiix', 'colin._.ch', 'justindaueryoyos', 'themoosekhan44', 'matthew_klee1', 'kushstofferson']"
131,0.0,,aceyo_michaell,15,439,623,15,5748,132,"['david_gravid', 'maur_us', 'kappapa_ryoppapa', 'dpiix', 'ajdan._', 'neatpeat', 'ge4yo', 'mohamed.mostafa881', 'sang_woo_yoyoer', 'bf_throws', 'megalodong_', 'sleepless.nights.official', 'krystof_maglia', 'cedr7c']"
132,0.0,,letsloiter,60,533,989,24,2974,92,"['yoyochimaru1a', '_flovvarren_', 'donthugmeimscared_666', 'itz_rensv', 'alvah_dieterich', 'hcompton16', 'umnoidsk8co', 'metal.coat']"
